,TIC ID,RA,Dec,in_cycle8
117,1981698,273.991382158058,-3.61796716221603,False
118,2006984,79.0756205989529,34.3123186154178,False
119,2102329,79.3792547265103,31.8240009057269,False
120,2149979,79.5440563893454,33.3716134868616,False
121,2211143,288.651738770666,-29.831205832076,False
122,2226189,133.881498685359,-27.6818584400247,True
123,2236015,79.5787333455014,33.7673667473254,False
124,2288734,288.888458692897,-24.179353716464,False
125,2291183,288.885128901128,-25.2566906594043,False
126,2335562,79.7501187407742,33.7483992748585,False
127,2382387,274.22125301137,-3.00740082950592,False
128,2433001,79.8489725912265,33.9853898616435,False
129,2437320,80.0341878605992,35.7859734548841,False
130,2455538,193.779272528643,-13.452752411653,False
131,2471579,193.971846279065,-15.3270234979529,False
132,2489039,194.302807614872,-12.0669495820931,False
133,2497082,262.009742021537,-8.20837631539995,False
134,2505046,80.0038371702312,33.9580569165997,False
135,2507547,80.0029890909849,32.7855989375599,False
136,2521351,207.711745572978,-7.78428724303778,False
137,2535291,207.70448952799,-11.3587784731382,False
138,2596803,80.2080684300126,34.2674778460469,False
139,2620618,208.742509579979,-8.05884478525654,False
140,2622077,208.949813472867,-9.55991155917861,False
141,2685481,80.498506804463,30.948754339533,False
142,2709820,210.019483384467,-8.16164042161911,False
143,2721744,262.310907690049,-7.46360806230229,False
144,2758565,356.283144750421,-17.4491901164213,True
145,2760219,356.375129717859,-16.1141008224377,True
146,2760710,356.527698726419,-16.6912491142161,True
147,2761023,356.468291158511,-14.754823439972,True
148,2828754,210.880486194534,-10.7312726323476,False
149,2835941,356.81629886377,-11.91113023581,False
150,2869588,262.447287180696,-5.91948007145319,False
151,2944024,82.0039017162406,33.7637034118633,False
152,2961372,138.357596844909,-38.6164903051463,True
153,3027681,82.2150875176565,30.2274779564352,False
154,3032519,82.2203304598108,32.4775087383089,False
155,3095329,82.1100045390933,34.6974688421868,False
156,3224605,82.3849996477347,33.2470237463134,False
157,3233467,138.738213072701,-37.6024285253895,True
158,3233861,138.829837250443,-37.4105978368934,True
159,3296473,138.93783093787,-37.4131423396112,True
160,3296905,138.964162620939,-37.6292839642921,True
161,3298844,138.902950531775,-38.5699417591895,True
162,3311237,82.4318306974709,35.108747005611,False
163,3356565,139.11318994469,-38.6601394942818,True
164,3364732,82.5602442947059,31.181780809235,False
165,3370567,82.6497045594966,31.5110288016897,False
166,3375779,280.465125240143,-23.8334243866802,False
167,3396651,290.011667339217,-6.62800754327207,False
168,3448013,139.237816971734,-39.401535111168,True
169,3480663,290.102851085772,-10.560372194257,False
170,3576220,126.696129552737,26.9354888181739,False
171,3576222,126.695138547224,26.9343523087888,False
172,3645269,127.153261051722,24.144914756526,False
173,3649916,245.060899817497,-39.630017907448,True
174,3650784,245.135905390367,-39.4303427350328,True
175,3680800,290.236783632139,-7.83023092059472,False
176,3699722,127.877164562559,24.0811088964837,False
177,3716738,128.250433682633,24.084794684845,False
178,3728481,245.224484416919,-38.6901613942243,True
179,3770318,290.215327797753,-11.3009006834384,False
180,3808740,169.689987582614,21.6172549041072,False
181,3837741,10.5050658010651,-9.6478154024508,False
182,3838130,10.5606732819352,-11.8048679274309,False
